,HYP_Erate_emr,HYP_Qrate_emr,scale_factor_Ep_temp,scale_factor_P_temp
0,2.01,66.3,1.0,1.0
1,1.6729262639240254,192.83545061090658,0.9999927609098928,0.9999905818339805
2,2.505909755060505,129.73699165399384,1.0000022877929344,1.0000022119447955
3,2.8172469039296733,166.9915716758399,1.0000041149250982,1.0000098526169896
4,1.0747031901490312,177.9823916808606,1.0000090752883077,0.9999976432686145
5,2.3716944120785426,184.50184718355672,1.0000096896219197,0.9999971042418186
6,2.692658704579965,190.54222135558052,0.9999947823016458,1.0000080234317794
7,2.244184685645253,164.9464333477923,0.9999982821266843,0.9999966945762112
8,1.6013885750858863,158.47907298124855,0.9999914322714893,1.0000002135589166
9,2.2156214661112785,59.19015134393792,0.9999924915664935,0.9999966486387132
10,1.8238150656906247,171.22187370393803,1.0000009363104498,1.0000018604613292
11,2.8280004702494677,161.79870730129403,0.999999066523246,1.0000076936410274
12,2.2065055842353107,170.98958517302492,0.9999959585790443,1.0000066986474732
13,2.6476104581383817,101.33074339253507,0.999991797296073,0.999998121077366
14,1.393833629588058,150.46279201267248,1.0000045834955889,0.999991127707617
15,1.1261774010649253,175.33109650154404,0.999993513578735,1.0000076661361181
16,1.195877830485915,166.9508956722579,0.9999905354683445,0.9999926775208157
17,1.360079352773699,147.03813397649986,1.0000094087979294,1.0000075746885162
18,2.745233363964852,145.27984900326436,0.9999968207569375,0.9999924133073496
19,2.335467068858552,115.60426447610776,1.0000019308055184,0.9999979522347624
20,2.871516994419955,182.52520545798964,0.9999984449116015,1.000006386790288
21,2.122555468099495,95.2503857119606,0.9999981304524039,1.0000064772835207
22,1.7682505027723037,182.09835448094626,1.0000063073352794,0.9999910713334941
23,2.128601492167915,63.19548505097002,0.9999958823507392,0.9999936163075152
24,2.0002743109204064,126.98033201085512,1.0000057180198587,1.0000058273225845
25,2.202095778023227,168.75158670987986,1.000005112751657,1.0000048418069658
26,2.0726143595304363,143.07018094620793,0.9999970739678528,0.9999952558434179
27,1.7933345423224016,129.28203180687058,1.000006313037807,1.0000098218685236
28,1.718602741729279,70.5746601883761,1.0000002150918252,1.0000083594303264
29,1.3957395934628298,148.0881709899718,0.9999909509151191,1.0000010400360138
30,2.2139887261396067,98.85262327988518,0.9999972456659558,1.0000034593905236
31,1.3951513186733175,188.37992110985712,0.9999905544251972,0.999998411807551
32,1.3595281437902569,136.56435138965628,0.9999978671158012,0.9999910940775458
33,2.593625770833148,172.59852203036195,0.9999900082638881,0.9999967634607912
34,1.6720972762401034,100.47719895415321,0.9999947278270073,0.9999961693776834
35,2.396364361545139,64.80552683945908,0.9999991280843822,0.9999973727942488
36,1.5689896802914598,79.9514040216915,0.9999989553921982,1.000001621795812
37,1.2694434710049072,134.94769942931964,0.9999947606580553,1.0000073516242105
38,2.553375540836867,198.90099337662105,1.0000052298814703,0.9999901606379173
39,1.9535445745295572,129.18759658998076,1.0000048688753778,1.000001535282657
40,1.374699215276718,71.33072147150516,0.9999900204818589,1.0000054079325431
41,2.7919276982211763,114.62539097989612,1.0000051653958562,0.9999954447861662
42,2.8731642725199427,122.64326483421483,0.9999959037585052,1.0000077189822896
43,2.949567586704263,193.35788788463222,1.0000065807362344,1.0000078351705544
44,2.7194276283021126,155.15760115381275,0.999997327041641,1.0000060047503194
45,2.6632601642053033,78.3985705204296,0.99999856101635,1.0000053601847911
46,2.11852422716221,71.43643909842628,1.0000027557831521,0.9999951554062795
47,2.78144405761854,115.50909779116655,0.9999914518858849,1.0000099103603037
48,2.4929351642981703,97.10153811077117,0.9999920214628506,0.999996208740957
49,1.281118357550171,173.0698011025266,1.0000048085533824,1.0000044202317053
50,2.2031531052305895,164.07051068776147,0.99999169097002,1.0000037016214076
51,2.1905668862865277,171.50784269824442,1.000009618037091,1.0000079567483242
52,2.3563275890858772,171.36269886767616,0.9999967614695017,1.0000072591294171
53,1.212610937909316,141.43826300096072,1.0000061216715779,1.0000096341453004
54,2.377055821480065,169.4528028518307,1.0000083315969357,1.0000092225466948
55,1.0526401900764308,178.47277970844985,1.0000036658671574,1.0000059615659644
56,1.1196669455824133,104.3619414863719,0.9999987482220267,1.0000087938268152
57,2.0095019676303947,59.176938273813754,1.0000030196716716,0.9999964059848072
58,1.0642429859160194,181.85585492867878,0.9999955010012076,1.0000054526073274
59,1.8299302418705652,87.71063269000709,0.9999957683695286,0.999991142292949
60,1.7059687496339524,169.5313395143581,1.0000003749634288,0.9999981011438986
61,1.6937541355796732,127.69796328252623,0.9999959579500666,1.000001860632241
62,2.871604968126266,91.2440931863244,0.9999969557402739,1.0000077975986423
63,1.2187580626886925,100.08518027586685,0.9999903317608462,1.000006304905584
64,1.7184192100884659,61.10373506651007,0.9999911691450777,0.9999929191944713
65,2.8788246133775903,51.33927137667151,0.9999955681370042,0.9999977135940405
66,2.1553245070425797,113.41374334488057,0.9999972608400888,0.999999729978434
67,2.7899881660954247,112.75888799129122,1.00000443297552,0.9999963688908999
68,1.245277745447853,107.37891217883227,1.0000037803567439,0.9999929443382323
69,1.6262603444042583,98.27901909493488,1.0000015915581864,0.999994968569914
70,1.8643592937752784,121.69307681510088,0.9999983706117774,0.9999956497060813
71,1.5123949187773567,110.76901029878391,0.99999583217551,0.9999915648004745
72,1.9383550692357094,142.8922482106944,1.0000001046475497,0.9999964189033366
73,1.768153574274815,79.02934455155686,1.0000036081673993,1.0000094537702773
74,1.6493177649351856,75.20128631418369,0.999996904286316,1.000003415243158
75,1.786009591581539,128.35537070951764,1.000005656688086,1.000007752510133
76,1.3115718987677394,135.1078404245444,1.0000081212215062,0.9999977224837365
77,1.136414755853937,107.84347980015889,0.9999916185302075,1.0000098810609581
78,2.3577938191349976,134.49374678627188,0.9999918335711466,0.9999977118584134
79,1.7842168423927303,76.26549715746204,1.0000009879773384,1.0000067988641401
80,2.7167468831485575,69.62852306681467,0.9999987703980158,0.9999928299419488
81,2.143400160037432,129.51400094454277,1.0000030921855727,0.9999978544993974
82,2.793172080658503,78.17125864233279,0.9999955856343068,1.0000005629987172
83,2.1288343193015367,161.18013825269955,0.9999969291749253,0.9999968586056298
84,2.5879283607048498,144.3144050934689,1.0000020920293307,1.0000093796634553
85,2.4053812705307043,126.55211205557714,0.9999971572385479,1.0000075753346873
86,1.370743939784328,67.16384398511579,0.9999907008486377,0.9999978317249525
87,1.9832821949318153,87.52148862389312,0.9999974658375003,0.999996266451437
88,1.7158294495455901,99.9742342615436,0.9999909704339558,0.9999990989248724
89,1.4250639655585837,140.3602710062222,0.9999996583744919,1.0000038654138412
90,1.0208288309102014,154.28946656378355,0.9999954832358439,1.0000052649695181
91,1.7207008853784007,144.43344268305646,1.0000016960056402,0.9999922816870992
92,1.8195689809813753,58.492243166961345,0.9999971240202242,0.9999995743061432
93,1.8506241199483073,78.34372723778925,1.000007330526811,0.9999999648007811
94,1.9597763316696988,70.42840194118934,1.0000082478319647,0.9999983359859238
95,2.6233877317005736,96.95649255692865,0.9999952602979025,0.9999975024923228
96,2.8473426525317143,132.850339926615,0.9999967355347714,0.9999907146860124
97,1.817294928884905,171.80147800803036,1.000002417266107,1.00000633559677
98,1.9924916355926106,137.47689842504084,1.0000095355736758,1.0000057871786905
99,2.919949422715451,147.32238905799005,1.0000013143096427,0.9999976341275792
100,2.670815868549198,182.5338508643992,1.0000088360435861,1.00000161348293
101,2.965495476691697,111.77127383564051,1.0000074321431576,0.9999938110003811
102,2.099942885212095,157.00455461378573,1.000006717683603,0.9999985657115473
103,1.4196857582888376,111.56031068936585,0.9999998541889875,0.9999934648856653
104,2.226628566736303,88.99213740809188,0.999996833768978,0.9999940397038447
105,2.7225199372406887,144.86741119540886,0.9999940999016377,0.9999909644402664
106,1.3552684021203727,69.59964971740735,1.0000033497277718,1.0000028435643529
107,2.413027313463062,166.82850452477032,1.0000089395888652,0.9999933370131864
108,1.7759277164479574,110.27089009417958,1.0000087488959541,1.0000049586211286
